changeID,userID,sessionID,changedFields,oldSettings,newSettings,changedAt
190,27,a38397e6-637e-4cfa-a848-263738dfa62e,"[""gazeYOffsetPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -5, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T09:23:21
191,27,a38397e6-637e-4cfa-a848-263738dfa62e,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T09:31:39
192,28,,"[""gazeYOffsetPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T09:44:15
193,28,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T09:49:41
194,25,7831bc9a-8246-4aff-a75f-25a3a660e471,"[""gazeYOffsetPx"", ""gazeHitRadiusPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -32, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T10:09:35
195,25,7831bc9a-8246-4aff-a75f-25a3a660e471,"[""gazeYOffsetPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -32, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T10:09:56
196,25,7831bc9a-8246-4aff-a75f-25a3a660e471,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T10:10:47
197,25,40a70149-772d-4c55-aa87-f438569fec25,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T10:17:52
198,14,4d63209b-3c58-4f33-a2c6-4aec5e792fc0,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1.03, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1.03, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T10:45:06
199,5,c3d1302a-0a7e-4829-a468-0f8230508945,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T11:34:14
200,5,40ae8d52-bfc7-405d-a5ea-54d86cd4bcf2,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T11:40:16
201,6,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -1, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -1, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T12:06:26
202,26,887ef912-c1c7-402f-9d76-bc8fc3037b9e,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T12:32:43
203,26,3ff87ec6-1b0b-4818-9c93-ba39a6293173,"[""gazeYOffsetPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -23, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T12:33:23
204,26,3ff87ec6-1b0b-4818-9c93-ba39a6293173,"[""gazeHitRadiusPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -23, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -23, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T12:33:42
205,26,3ff87ec6-1b0b-4818-9c93-ba39a6293173,"[""baseGazeSamples""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -23, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -23, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T12:38:14
206,26,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -23, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -23, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T12:43:11
207,23,b52e66a4-f4e4-4862-b082-7f38b6c71a81,"[""gazeYOffsetPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 2, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -32, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T13:33:41
208,23,b52e66a4-f4e4-4862-b082-7f38b6c71a81,"[""zoomLevel""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -32, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -32, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T13:34:01
209,23,b52e66a4-f4e4-4862-b082-7f38b6c71a81,"[""gazeHitRadiusPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -32, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -32, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T13:34:32
210,23,b52e66a4-f4e4-4862-b082-7f38b6c71a81,"[""gazeYOffsetPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -32, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -43, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T13:34:37
211,23,b52e66a4-f4e4-4862-b082-7f38b6c71a81,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -43, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -43, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T13:36:58
212,23,1f2ea289-8ba9-4721-a249-5fd9608e3209,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -43, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -43, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T13:45:41
213,12,ba54e926-b66a-4d29-9ece-72d9b4f59a1d,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -18, ""gazeXOffsetPx"": -17, ""gazeHitRadiusPx"": 25}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -18, ""gazeXOffsetPx"": -17, ""gazeHitRadiusPx"": 25}",2026-05-21T13:58:59
214,12,bef48112-d662-4ffe-b195-a0215683776d,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -18, ""gazeXOffsetPx"": -17, ""gazeHitRadiusPx"": 25}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -18, ""gazeXOffsetPx"": -17, ""gazeHitRadiusPx"": 25}",2026-05-21T14:06:30
215,7,81ef1e12-b0bd-42b8-94ba-ac9adf27e623,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -16, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -16, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T14:41:17
216,7,,"[""translationMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -16, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""sentence"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -16, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T15:14:37
217,7,,"[""translationMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""sentence"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -16, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -16, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T15:15:08
218,11,1a669bd6-6ddb-42cd-91f3-1960f3dd82ff,"[""baseGazeSamples""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 23}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 23}",2026-05-21T16:07:59
219,11,21574015-145f-475d-9c67-605fcb68de4f,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 23}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 23}",2026-05-21T16:14:48
220,13,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -25, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -25, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-21T16:42:04
221,29,,"[""zoomLevel""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T17:08:41
222,29,feec1f94-f27f-417b-87da-46503f9a92a5,"[""baseGazeSamples""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T17:11:04
223,29,feec1f94-f27f-417b-87da-46503f9a92a5,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T17:12:04
224,29,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-21T17:18:40
